,claim,claim_veracity
2037,Jousting has nothing to do with the military use of the weapon of joust by heavy cavalry.,0
2038,Claire Danes received an Emmy Award.,1
2039,How to Be is a 2009 film written and directed by Oliver Irving.,0
2040,"The Walt Disney Company has been headquartered in Burbank, California for 50 years.",1
2041,The Prestige did not receive positive reviews.,0
2042,Atomic Blonde is based on a 2012 graphic novel.,1
2043,Trevor Noah was not born in the eighties.,0
2044,Michael Caine was incapable of starring in Sleuth.,0
2045,To Kill a Mockingbird was prepared and issued for public sale in 1960.,1
2046,Sharon Tate was a person.,1
2047,One of David Beckham's legal middle names is Joseph.,1
2048,Fast Girls is a work that Lily James appeared in.,1
2049,Girls' Generation features Tiffany.,1
2050,The Apple Store originally opened in multiple locations.,0
2051,Arya Stark was created by an American author.,1
2052,Black Widow appears in American comic books.,1
2053,Nicki Minaj did not make the album Pink Friday.,0
2054,Kajal Aggarwal refused all roles in Thuppakki.,0
2055,Tom Morello developed an interest in music.,1
2056,Istanbul is considered to be an unimportant node in the global economic system.,0
2057,Spider-Man had its general release in the United States in June 2002.,0
2058,Life Is Peachy is a studio album by Korn.,1
2059,Kazakhstan has 131 ethnicities.,1
2060,The Offspring released Smash in May of 1994.,0
2061,VHS was released in Japan and the United States.,1
2062,Bam Margera is not a stunt performer.,0
2063,Krysten Ritter was denied a role on Gossip Girl.,0
2064,Ozzy Osbourne was inducted into the Museum of Modern Art.,0
2065,BRIT School was founded in 1922.,1
2066,Little Mix released an album in 2012.,1
2067,"In 1976, Meryl Streep was nominated for a Tony.",1
2068,A Nightmare on Elm Street was produced by an American production company.,1
2069,Willie Nelson was born in 1929.,0
2070,Kick-Ass is based on a superhero comic book by a Scottish writer.,1
2071,The eight-episode first season of Legion premiered at the Pacific Design Center in 2016.,0
2072,O. J. Simpson was inducted into the College Football Hall of Fame in 1983.,1
2073,Ronaldo Maczinski's birthday is September 11.,1
2074,The International Space Station serves.,1
2075,Ronaldo Maczinski is Brazilian.,1
2076,Home Alone was directed by Chris Columbus and released in 1990.,1
2077,The Conjuring 2 was directed by James Franco.,0
2078,Easy Virtue is based on a book.,0
2079,Gilmore Girls ended on July 15.,0
2080,Blue Velvet is an example of a director rebelling against the norm.,1
2081,James A. Woods visited the set of a film directed by Phil Price.,1
2082,Taiwan's high-tech industry plays a role in the economy.,1
2083,"In 1951, Gerard Lee was born.",1
2084,Lexmark is Chinese.,1
2085,Jacqueline Kennedy Onassis was listed in an annual poll by Gallup.,1
2086,Heather Graham starred in the movie Say It Isn't So in 2008.,0
2087,Ratatouille is produced by Pixar.,1
2088,Pawn Sacrifice is a Broadway musical that stars a director.,0
2089,Florida was where Marilyn Manson was formed.,1
2090,Emma was broadcasted on the A&E channel.,1
2091,The Himalayas has some of the largest mountains in the world.,1
2092,Abraham Lincoln was a lawyer who served as president.,1
2093,Evan Chandler never accused Michael Jackson of sexually abusing his son.,0
2094,Patrick Wilson's birthday is August 3.,0
2095,Samuel L. Jackson has appeared in the Marvel Cinematic Universe.,1
2096,James Bond is portrayed by Daniel Craig.,1
2097,Stranger Things is not set in the 1980s.,0
2098,Philip Seymour Hoffman was outside of Happiness.,0
2099,Mark Zuckerberg co-founded a website with his sixteen roommates.,0
2100,Howard Hughes never gained prominence in Hollywood.,0
2101,Red Hot Chili Peppers were formed in Chicago.,0
2102,Celine Dion sings in English.,1
2103,Francois de Belleforest translated the works of Cicero.,1
2104,Chernobyl disaster is referred to as the Chernobyl accident.,1
2105,Adrien Broner is a professional musician.,0
2106,Legion is an American film.,1
2107,Seven Days in May stars American actor Ava Gardner.,1
2108,Born Naked was a studio album by RuPaul.,1
2109,Spider-Man (2002 film) was the third-highest-grossing film one year.,1
2110,T-Pain's debut album was Chocolate and Cheese.,0
2111,There is no record of Mickey Mantle playing baseball.,0
2112,Ken Russell only directed a 1970 British romantic drama film.,0
2113,Lewis Friedman wrote 22 episodes of Music in High Places about artists such as India.Arie and Ryan Adams.,1
2114,Will Ferrell received only an Academy Award nomination.,0
2115,Peer Astrom has worked with Americans.,1
2116,Subhas Chandra Bose died on 18 August 1945.,1
2117,Glenn Frey cowrote the majority of songs performed by Eagles with Don Henley.,1
2118,Absolute Beginners starred Patsy Kensit.,1
2119,The Poona Pact was signed in October.,0
2120,Lana Wood is the younger sister of Natalie Wood.,1
2121,Franklin Roosevelt was alive in the year 1905.,1
2122,Liana Liberato starred in a 2010 American drama thriller film.,1
2123,The internet is the world-wide system of interconnected computer networks.,1
2124,Tom Cruise stars in Rain Man.,1
2125,Alicia Keys sold more than 35 million records.,1
2126,Massachusetts was a center for a historical debate.,0
2127,Dan Aykroyd was in a comedy-drama film.,1
2128,Barbara Stanwyck acted in Ball of Fire.,1
2129,"Michael Jackson and the rest of the Jackson family originated in Gary, Indiana.",1
2130,Idris Elba was nominated five times for a pat on the back.,0
2131,Ronda Rousey was the second American woman to earn an Olympic medal in judo.,0
2132,A phylogenetic tree is based upon similarities and differences in characteristics.,1
2133,San Francisco is the location of zero prisons.,0
2134,Nigeria has zero inhabitants.,0
2135,Hitman's director is George Lucas.,0
2136,Chad Hayes (writer) was born on the 21st.,1
2137,"Henri Poincare was born on April 29, 1854.",0
2138,The Lion is a big dog.,0
2139,Gil Sharone portrayed Teenage Alex.,1
2140,Juliette Binoche toured with a modern dance production.,1
2141,Drop Dead Gorgeous was shot in a format.,1
2142,Justin Trudeau completed one year of an engineering program.,1
2143,Ajay Devgn has only won awards in the United States.,0
2144,War Dogs stars Bradley Cooper.,1
2145,Tidewater region is on the Atlantic coast of the United States.,1
2146,Newcastle United F.C. is a video game team.,0
2147,The Secret Life of Us has aired on an island.,1
2148,In Dubious Battle was directed by Josh Hutcherson.,0
2149,"Emmy Rossum was in 2013's Beautiful Creatures, an American romantic gothic fantasy film based upon the novel of the same name by Kami Garcia and Margaret Stohl.",1
2150,"In 2017, Future's fifth studio album was released.",1
2151,The Odyssey has a non-linear plot.,1
2152,Amazon Web Services lacked analytics services.,0
2153,Logan Lerman starred in a 2016 American drama film.,1
2154,"Nelson Mandela has, as a middle name, the name Rolihlahla.",1
2155,Tokyo was ranked as the 11th least expensive city.,0
2156,Snoop Dogg recorded zero albums with No Limit Records.,0
2157,Jennifer Hudson came in seventh place on The Voice.,0
2158,Lymelife is a 2008 beverage.,0
2159,Sindh lies alongside the Arabian Sea.,1
2160,The third installment of The Divergent Series did not gross 179 million dollars.,0
2161,Morena Baccarin was incapable of being in the film Stargate: The Ark of Truth.,0
2162,Stevie Ray Vaughn did not play in Marc Benno's band.,0
2163,Iron Man (2008 film) was nominated for an Academy Award for Best Actress.,0
2164,Michelle Pfeiffer was the winner of a BAFTA Award.,1
2165,The United States fought in the Vietnam War to cease the spread of communism.,1
2166,Casey Ryback is outside of Under Siege.,0
2167,The Nilotic languages are spoken by only the Pirahã people.,0
2168,The September 11 attacks involved modes of transportation.,1
2169,The Celtic F.C. is not based in Glasgow.,0
2170,Hayley Atwell appeared in a film.,1
2171,Diego Luna is a producer.,1
2172,The Hunger Games opening weekend grossed at $160.5 million.,0
2173,Carbon has the atomic number 10.,0
2174,Snoop Dogg released Doggystyle.,1
2175,Saskatchewan is bordered on the north by only the sea.,0
2176,Whitey Bulger was charged with racketeering.,1
2177,North Korea's capital city is Boston.,0
2178,North Vancouver is served by the North Vancouver Fire Department.,1
2179,Martin Scorsese founded The Film Foundation in 1990.,1
2180,Outlander is not a drama series.,0
2181,Justin Trudeau attended The Polytechnique Montréal for an engineering program.,1
2182,Gray Davis's ratings were on air.,1
2183,Steve Buscemi starred a film.,1
2184,Taraji P. Henson never won a SAG Award.,0
2185,Jun Ji-hyun is incapable of being in any films.,0
2186,The Playboy Club was unable to cast Laura Benanti.,0
2187,Doctor Who is not a television series.,0
2188,David Schwimmer never starred in a television movie.,0
2189,Britney Spears is not an American singer.,0
2190,The Great Waldo Pepper's cast almost included Bo Svenson.,0
2191,Stevie Nicks released an album which in less than three months reached platinum status.,1
2192,Theodore Roosevelt was home-schooled from 1809 to 1813.,0
2193,Ellen Burstyn worked on several films.,1
2194,Diego Costa is a Spanish soccer player.,0
2195,Captain America is part of Marvel Comics.,1
2196,The Amanda Show was the first female-created show on Nickelodeon.,0
2197,The Sopranos involves criminals.,1
2198,Cara Delevingne is a fashion model.,1
2199,Diana Ross had more hits than any female artists in the Billboard Top 100 charts.,1
2200,Star Wars: The Last Jedi is science fiction.,1
2201,Guam was captured by France.,0
2202,Louis T. Leonowens was created in 1856.,1
2203,Taipei is in a car.,0
2204,Seattle is in the state of Washington.,1
2205,Thanos is a character that has made zero appearance in an arcade.,0
2206,The term cult film was used in the 1960s.,0
2207,Maisie Williams has only won two awards for being in Game of Thrones.,0
2208,Alex Rodriguez's career ended after 17 years.,0
2209,"Puerto Rico is not Spanish for ""Rich Port"".",0
2210,Baghdad is the smallest city in Iraq.,0
2211,Born Naked was created by a drag queen.,1
2212,Neymar made his professional debut at age 10.,0
2213,Kris Wu starred in a film called Journey to the West.,1
2214,Sa Talaiassa is also perceived as Sa Talaia.,1
2215,Matthew Vaughn directed the film Stardust (2007 flim).,1
2216,Geraldine Chaplin avoided the modeling professional her entire life for health reasons.,1
2217,Emily Ratajkowski is an actress.,1
2218,Linkin Park released the prisoner Hybrid Theory.,0
2219,Cyndi Lauper was banned from Barack Obama's second-term inaugural.,0
2220,Wentworth premiered on Foxtel.,0
2221,In Her Shoes is an unadapted novel,0
2222,Kris Kristofferson composed songs on his own.,1
2223,"On February 2, 1977, Shakira was born.",1
2224,The commander-in-chief of the Continental Army was George Washington.,1
2225,Noam Chomsky went to a university.,1
2226,Ellen Burstyn has received Golden Globe nominations.,1
2227,John Cusack was a teen in 2000.,0
2228,Sofia Coppola's father works in film.,1
2229,The Carmichael Show has a 13-episode series.,1
2230,Thanos appears in Marvel movies.,1
2231,Fast Food Nation was created in 1955.,0
2232,Tessanne Chin is a German recording artist.,0
2233,Winnie Harlow is Canadian.,1
2234,Star Wars: Episode II – Attack of the Clones came out on Blu-ray disc.,1
2235,Stanley Kubrick was American.,1
2236,U2 is an Irish rap group.,0
2237,Laura Prepon acted in Orange is the New Black.,1
2238,Gayathri Raguram was in a film starring Prabhu Ganesan.,1
2239,Caroline Blakiston is from a country.,1
2240,Anderson Silva was born in a year.,1
2241,Charles II of England had an inheritor.,1
2242,Sierra Leone first won it's independence from Britain in 1989.,0
2243,Abby Sciuto is from the NCIS television series.,1
2244,Christoph Waltz is an  award-winning actor.,1
2245,See You Again was number one on the Canadian Hot 100 for three weeks.,0
2246,Los Angeles is not incorporated as a municipality.,0
2247,Jack Dorsey is a programmer.,1
2248,John McCain played a key role in palliating a crisis over judicial nominations with the bi-partisan group known as the Gang of 14.,1
2249,Grey's Anatomy is not filmed in California.,0
2250,Suicide Kings is a film.,1
2251,Dwight D. Eisenhower is considered by many Eastern scholars to be one of the greatest U.S. Presidents.,0
2252,Paris is known for it's lack of art.,0
2253,Harley Quinn worked far from Gotham City.,0
2254,One neo-noir film is Following.,1
2255,"The Night Of premiered July 20, 2016.",0
2256,Symptoms of measles do not start on the face and then spread to the rest of the body.,0
2257,The Titanic's wreck is gradually disintegrating at a depth of 0914918327 feet.,0
2258,At Middleton is a 2013 TV show.,0
2259,Ātman means soul in Sanskrit.,1
2260,Jennifer Hudson is on the Voice.,1
2261,One common cosmetic is mascara.,1
2262,Ann Romney has always been single.,0
2263,G.I. Jane was directed by solely an American.,0
2264,Me Before You has scenes set at Pembroke Castle in Wales and Chenies Manor House in England.,1
2265,Notes on a Scandal has a Philip Glass-composed soundtrack.,1
2266,Slipknot plays christian rock.,0
2267,The Statue of Liberty is a postmodern sculpture.,0
2268,Heather Watson was born in April.,0
2269,Zach Galifianakis was featured in The Campaign.,1
2270,Joseph Stalin was crowned before 1917.,0
2271,Legion was written by only one woman.,0
2272,Steffi Graf was born in the year 1979.,0
2273,U2 released the album How to Dismantle an Atomic Bomb in 2000.,0
2274,South East England is the most populous region in a country.,1
2275,Colm Feore passed up the role he was offered in 24.,0
2276,Roman Reigns is a wrestler professionally.,1
2277,Destiny was the first game in a agreement between Bungie and Activision.,1
2278,Tim Allen was a star on Last Man Standing.,1
2279,Rachel McAdams was absent from Spotlight.,0
2280,Carolina Panthers are a team from South Carolina.,0
2281,GoldenEye stars an Irish actor.,1
2282,Empathy is the capacity to be unable to feel from within the other person's frame of reference.,0
2283,Jack Dorsey is only a sports entrepreneur.,0
2284,Aruba is a sea.,0
2285,"Charles, Prince of Wales is the grandson of Queen Elizabeth II.",0
2286,Audrey Hepburn devoted much of her later life to dogs.,0
2287,Trevor Berbick finished college in 1954.,0
2288,Vikrant Massey was incapable of starring in Dharam Veer.,0
2289,Laura Linney did not work on Broadway.,0
2290,Cars Toons is British.,0
2291,Delta Air Lines' largest hub is an airport.,1
2292,Snoop Dogg's Doggystyle did not debut at number one on Billboard Top R&B/Hip-Hop Albums charts.,0
2293,Cosmopolitan was first published in the United States as a family magazine.,1
2294,Tim Allen starred as a character.,1
2295,Radioactive won at least one award for performance.,1
2296,The Man with the Iron Fists stars Kate Hudson.,0
2297,Citalopram is a depressant.,0
2298,Eminem was the main character in 8 Mile.,0
2299,Scott Eastwood is a video game.,0
2300,The hoops in basketball are over five feet high.,1
2301,Wyoming is a continent.,0
2302,Eazy-E was part of a group.,1
2303,Tupac Shakur was killed in Pawnee.,0
2304,Zhou Enlai was instrumental in consolidating the Communist Party's control.,1
2305,Harry Potter was not written by a British author.,0
2306,Red Velvet (band) is a South Koren girl group formed by an entertainment company.,1
2307,Jerry Maguire was produced by James L. Brooks.,1
2308,Ontario contains The Niagara River.,1
2309,William R. Tolbert Jr. served as a chef from 1971 until 1980.,0
2310,Treasure is only by Drake.,0
2311,Splash starred two men.,1
2312,Unforgettable is directed by debut director Denise Di Novi.,1
2313,The People vs. Larry Flynt stars at least two actors.,1
2314,Dark Places was released in 2014.,0
2315,At the Beijing Summer Olympics Novak Djokovic won a medal.,1
2316,Born This Way discusses the self-empowerment of the LGBT community.,1
2317,There are zero cities in the Northeast megalopolis.,0
2318,Haifa is located in a wardrobe.,0
2319,Floyd Mayweather Jr. was a person who boxed professionally.,1
2320,Priyanka Chopra is a movie producer.,1
2321,Just the Way You Are is off of the album Doo-Wops and Hooligans released in 2010.,1
2322,Thiokol was also recognized as ATK Launch Systems Group.,1
2323,On Stranger Tides is a literary novel without any fantastic elements.,0
2324,Katy Perry died in 2011.,0
2325,Alive 2006/2007 was a LCD Soundsystem concert tour.,0
2326,The Illuminati have been included in written works.,1
2327,Connaught Tunnel is 5.022 kilometers long.,0
2328,Walt Disney set up the Disney Brothers Studio.,1
2329,Frank Ocean was born in the 90s.,0
2330,Jazz Jennings is a transgender youth.,1
2331,Adrienne Bailon is a dancer.,1
2332,Kmart is a name of a book only.,0
2333,Imagine Dragons have a song called Night Visions.,0
2334,Reese Witherspoon does not own a production company.,0
2335,Huntington's disease can be caused by a permanent alteration in an organism's genetic elements.,1
2336,Ava DuVernay is involved in the production of A Wrinkle in Time.,1
2337,Streptococcus pertains to an order that does not breathe.,1
2338,Tokyo Ghoul (film) is a Korean film.,0
2339,Sarah Michelle Gellar was in a movie.,1
2340,Jun Ji-hyun is in the South Korean film called The Thieves.,1
2341,Students studying at seminary are sometimes called seminarians.,1
2342,Bryon Mann stars in The Man with the Iron Fists.,1
2343,"Sunrise created a media franchise that features ""mecha.""",1
2344,Montreal is a city.,1
2345,One rare cosmetic is foundation.,0
2346,The Wars of the Roses was a conflict.,1
2347,"30 Seconds to Mars was released on August 27, 2002.",1
2348,Xbox One was not made by Microsoft.,0
2349,The Catalyst is in a totally different genre than rock music.,0
2350,Queen Victoria's successor Edward VII failed to belong to the House of Saxe-Coburg and Gotha.,1
2351,2001: A Space Odyssey was financed by Universal Studios.,0
2352,The Parliament of Canada consists of a monarch.,1
2353,Samuel L. Jackson did not star in Snakes on a Plane.,0
2354,S.M. Entertainment put Girls' Generation together.,1
2355,See You Again peaked at number 5 on the Canadian Hot 100.,0
2356,One Direction's Where We Are Tour grossed more than any other tour by a vocal group.,1
2357,Abraham Lincoln spoke out against the reduction of slavery.,0
2358,Hawaii is not a US state.,0
2359,Cristiano Ronaldo is not a football player.,0
2360,Naomi Scott played Darth Maul in Lemonade Mouth.,0
2361,John Cusack has not been in an American romantic comedy-drama film.,0
2362,Rajesh Khanna was not Indian.,0
2363,Delhi is in Afghanistan.,0
2364,Friday the 13th's main character is a turnip.,0
2365,1918 is when Leslie Groves graduated.,1
2366,Shia LaBeouf starred in the film Surf's Up.,1
2367,Juliette Binoche acted in a film.,1
2368,IBM is incapable of inventing the floppy disk.,0
2369,Syd Barrett loosely guarded his privacy.,0
2370,Unapologetic is Rihanna's 8th studio album.,0
2371,Mediterranean cuisine dishes include salted cured fish roe.,1
2372,American road racer Paul Newman is colorblind.,1
2373,Dangerous Liaisons is an American film from the 1990s.,0
2374,The Belko Experiment did not premiere at the 2016 Toronto International Film Festival.,0
2375,Gregor Clegane was introduced in the television series Game of Thrones.,1
2376,Lauren Bacall worked on Broadway.,1
2377,Singapore lies one degree north of the equator.,1
2378,Antarctica is smaller than over half the continents.,1
2379,The Supernatural pilot premiered in 2006.,0
2380,Anaconda is the work of a Trinidadian-born rapper.,1
2381,Earth is the fourth planet from the Sun.,0
2382,American Airlines Flight 77 wasn't involved in the September 11 attacks.,0
2383,Wong Kar-Wai directed the 2017 film The Mummy.,0
2384,Bill Clinton has no middle name.,0
2385,Philadelphia is not home to the first U.S. Capital.,0
2386,Home Alone is an Easter movie.,0
2387,Catching Fire is historical fiction.,0
2388,"In 2005, Little Miss Sunshine was filmed.",1
2389,"In Brazil, notaries of every state are barred from performing same-sex marriages.",0
2390,Steven Zaillian lost every award at the 2009 Austin Film Festival.,0
2391,Bob Arum works with law.,1
2392,Cheyenne Jackson has yet to work with Paul Greengrass.,0
2393,Cells are what zero organisms are composed of.,0
2394,George Lucas did not create the Star Wars franchise.,0
2395,Iraq's fifth prime minister was Saddam Hussein.,0
2396,Black Sabbath are often called pioneers of rock music.,1
2397,Usain Bolt holds world records for the 200 meter event under-20 and under-18.,1
2398,"Spider-Man is unconcerned with rejection, inadequacy, and loneliness.",0
2399,Amy Sherman-Palladino is the creator of media.,1
2400,Franklin D. Roosevelt attended a boarding school in Massachusetts.,1
2401,Romelu Lukaku joined Chelsea in 2016.,0
2402,Get Out is a film that stars Allison Williams.,1
2403,Robert Duvall has won an Academy Award.,1
2404,Caryn Mandabach produced Roseanne.,1
2405,Jane Fonda has been in a movie with Sam Waterston.,1
2406,Madonna is an instrumental performer only.,0
2407,21 Jump Street was cancelled by Columbia Pictures and Metro-Goldwyn-Mayer.,0
2408,Christopher Lloyd did not work for PBS Kids.,0
2409,Stand-up comedy is a style in which a comedian performs in front of a live competition.,0
2410,Katy Perry is the stage name of Katy Hudson.,1
2411,Michael Jackson is an award-winning recording artist.,1
2412,Song Sung Blue was only recorded by Neil Young.,0
2413,Stephen Hawking is a scientist.,1
2414,Diamonds was written by Lady Gaga.,0
2415,Davis Guggenheim has stayed away from directing television.,0
2416,Eric Trump is the clone of Donald Trump.,0
2417,Craig Middlebrooks is a character on an ABC sitcom.,0
2418,De Profundis was written.,1
2419,Amsterdam was not the home of Anne Frank.,0
2420,Richard Gere starred in a thriller film.,1
2421,Furia is adapted from anything but a short story.,0
2422,HBO on-demand was the broadcast medium for the pilot of The Night Of.,1
2423,House of 1000 Corpses is incapable of being released.,0
2424,Shia LaBeouf was in a comedy film.,1
2425,Emily Blunt is not an artist.,0
2426,The Falling is exclusively about an all-boys school.,0
2427,Kamala Harris held public office.,1
2428,Bryan Cranston acted in Breaking Bad.,1
2429,Tessanne Chin is unaware of any singing competition.,0
2430,Portugal shares a border with Russia.,0
2431,Gopalkrishna Gandhi is someone who has governed a place.,1
2432,The Formula (1980 film) was released in the eighties.,1
2433,Avatar required technology not available in the nineties.,1
2434,Jimmy Carter was not a Democratic Presidential Candidate.,0
2435,John Lennon was a screenwriter.,1
2436,Transformers was only a cartoon.,0
2437,Feels So Good was written for the music compilation Hot.,1
2438,"Richmond, Virginia is 50 miles from United States.",0
2439,"Emma Roberts was born on February 10, 1991.",1
2440,Athletics at the Summer Olympics includes events for road running.,1
2441,Neal Schon is a Canadian guitarist.,0
2442,Samuel Witwer's middle name is Stewart.,1
2443,My Everything peaked in a range.,1
2444,Atlanta is where Doc Holliday set up practice.,1
2445,Marlon Brando is an actor who was in Mutiny on the Bounty.,1
2446,Usain Bolt has achieved a feat.,1
2447,Paul Newman has won championships.,1
2448,Grey's Anatomy is an American primetime series.,1
2449,Geraldine Chaplin portrayed Tonya in Dr. Dolittle.,0
2450,"Watchmen is a comics series from Dark Horse, a DC imprint.",0
2451,Tobey Maguire was born in 1975.,1
2452,"Colm Feore was born August 30, 1958.",0
2453,My Everything peaked in countries.,1
2454,Fergie did not release the debut solo album The Dutchess.,0
2455,Pink Floyd was inducted into the UK Music Hall of Fame in 2010.,0
2456,Nepal borders China in the north.,1
2457,Kong: Skull Island stars John Goodman.,1
2458,Alfre Woodard refuses to campaign for change.,0
2459,Gerald Ford was not an American.,0
2460,James Bond was unrelated to Ian Fleming.,0
2461,Miley Cyrus is not a songwriter.,0
2462,Steve Irwin was not a nature expert.,0
2463,Drop Dead Gorgeous only follows the judges in the Sarah Rose Cosmetics Mount Rose American Teen Princess Pageant.,0
2464,A Game of Thrones was only nominated for the 1996 Nebula Award.,0
2465,Patrick Wilson was born before 1973.,0
2466,Ad-Rock is married to an American born in 1979.,0
2467,The Hunger Games' (film) sequel was released in January.,0
2468,Point Place is outside the Midwest.,0
2469,The accuracy of Wikipedia hasn't been compared at all,0
2470,The 2014 WTA Finals was the 39th edition of the doubles badminton competition.,0
2471,Gimli (Middle-earth) is from J. K. Rowling's Middle-earth legendarium.,0
2472,International Space Station is suited for testing.,1
2473,Whoopi Goldberg is a fly.,0
2474,Denmark's most populous city is a location.,1
2475,The Fujitsu iPAD was introduced by a Korean technology company.,0
2476,Based on a T.R.U. Story won Best Rap Album.,0
2477,The cast of On the Road (film) includes only actors born after 1990.,0
2478,Jeff Bezos failed to found Blue Origin in 2000.,0
2479,John Fante was American.,1
2480,1941 was the year Bob Dylan was born.,1
2481,The British-American film Baby Driver is a comedy film.,1
2482,South Korea is where Red Velvet (band) is from.,1
2483,Scabies has a crusted variety.,1
2484,Juliette Binoche worked with a French screenwriter and film director.,1
2485,Hisense used the name of at least one firm.,0
2486,Horseshoe Falls is one of three waterfalls on the Niagara River.,1
2487,There is an American writer name Ward Moore.,1
2488,Laurence Olivier starred in the 1948 adaptation of King Lear.,0
2489,Martin Scorsese completely avoided involving himself in the making of Cape Fear.,0
2490,Iris Murdoch was born in 1930.,0
2491,Canada lacks a constitution.,0
2492,Bryan Cranston has worked with Microsoft.,0
2493,The Smurfs began filming in 2015.,0
2494,In the Heart of the Sea was released by one of the big six film studios.,1
2495,Helen Mirren has won an Olivier and a Tony.,1
2496,Augusto Pinochet remained the Commander-in-Chief of the Chilean Army until the late 1980s.,0
2497,Egypt is an affiliate of the United Nations.,1
2498,1965 was the year J. K. Rowling was born.,1
2499,Guinevere was a King.,0
2500,Andorra is in America.,0
2501,Grace VanderWaal did not win the NBC TV competition show America's Got Talent.,0
2502,The Blue Lagoon is the first novel in a tetralogy.,0
2503,Room did not premiere at the Telluride Film Festival.,0
2504,Titanium had no Dutch people involved in writing it.,0
2505,Leyton Orient F.C. is in Newham.,0
2506,David Bowie sold exactly one million records.,0
2507,Naturi Naughton is not a singer-songwriter.,0
2508,Nigeria is not one of the countries in the Next Eleven.,0
2509,The Simpsons series will be renewed for a twenty-ninth season.,1
2510,Helena Bonham Carter is a person.,1
2511,One bed-in was at Fairmont The Queen Elizabeth in Quebec.,1
2512,Apocalypse Now was not produced by Francis Ford Coppola.,0
2513,Tupac died in Florida.,0
2514,Michael Winterbottom has yet to work with John Simm.,1
2515,Pink Floyd has yet to be inducted into any hall of fame.,0
2516,GoldenEye is part of the James Bond series.,1
2517,George R. R. Martin is also referred to as GRRM.,1
2518,The Hermetic Order of the Golden Dawn is only called by that name.,0
2519,Patch Adams (film) is the name of a film University.,0
2520,The Godfather Part III only stars Al Pacino.,0
2521,Teen Wolf premiered on June 5.,1
2522,Interpersonal psychotherapy is brief.,1
2523,Napoleon commanded his first military campaign at age 5.,0
2524,Big Brother 18 is hosted by Emma Willis.,1
2525,Martial arts are performed by Bruce Lee.,1
2526,Mao Zedong was born in 1993.,0
2527,Marilyn Monroe was a star.,1
2528,Demi Lovato starred in Camp Rock.,1
2529,Ken Russell directed at least one movie.,1
2530,Furious 7 began principal photography in 2013.,1
2531,Easy A had Lisa Kudrow in it.,1
2532,Fernando Alonso is a cricket critic.,0
2533,The Offspring is an American political party.,0
2534,Antarctica is almost entirely north of the Antarctic Circle.,0
2535,Hacksaw Ridge is based on a 2004 musical.,0
2536,José Aldo died at birth.,0
2537,Hayden Panettiere starred in a true crime drama film.,1
2538,"Goliyon Ki Raasleela Ram-Leela is a film released on May 8th, 2013.",0
2539,Kato Kaelin was born in 1975.,0
2540,The Wicked Witch of the West dies in The Wonderful Wizard of Oz.,1
2541,The brown bear has not faced local extinctions.,0
2542,Billy Wilder was Italian.,0
2543,John Mayer had no record label during his career.,0
2544,Batman: The Killing Joke is a graphic novel.,1
2545,Taylor Swift's album topped at number five on the Billboard 200.,1
2546,Naproxen is a drug.,1
2547,Futurama has an episode.,0
2548,Fred Savage is incapable of acting.,0
2549,"In 1990, Kris Wu was born.",1
2550,Margot Frank was Anne Frank's older brother.,0
2551,Sikhism originated in the Pacific region.,0
2552,There is a music video director named Michel Gondry.,1
2553,Michael Jordan was known as one of the best offensive players in his sport.,0
2554,Alicia Keys made her film debut in Mario Party.,0
2555,Steve Buscemi has appeared in only one film by the Coen Brothers.,0
2556,Pacific Rim was released in 3D.,1
2557,Cirrhosis can cause tiredness.,1
2558,United Kingdom has the world's fifth-largest economy by market value of all final goods and services from a nation in a given year which is known as nominal GDP.,1
2559,Al Gore lost the popular vote.,0
2560,Ann Romney was wedded in 1969.,1
2561,Amoxicillin cannot be taken by mouth.,0
2562,Adrienne Bailon is not a musician.,0
2563,Victor Hugo wrote about political issues of his time.,1
2564,Muammar Gaddafi was a Chairperson.,1
2565,Buddy Holly was a Canadian.,0
2566,There is a main character of a comedy series name Sterling Archer.,1
2567,That's So Raven is an American movie trilogy.,0
2568,Ethiopia is in the Horn of Africa.,1
2569,Adele composed an American music album called 25.,0
2570,Dan Aykroyd received a nomination for the Academy Award for Best Supporting Actor.,1
2571,Gayathri Raguram was in a Hindi film.,0
2572,Charles has long railed against organic farming.,0
2573,Transatlantic Pictures produced Rope.,1
2574,Derrick Rose is a basketball stadium,0
2575,Underworld features Kate Beckinsale.,1
2576,Hungarians have a number of subgroups including the Csángós people.,1
2577,Telangana separated from Andhra Pradesh.,1
2578,Kirk Douglas works professionally by acting.,1
2579,One drama film is Following.,1
2580,The 2016 Summer Olympics was a multiple sport event.,1
2581,Followers of asceticism pursue redemption.,1
2582,Hotel Transylvania is a computer-animated film by Sony Pictures.,1
2583,The Who did not include drummer Zak Starkey.,0
2584,Istanbul is a town.,0
2585,"In 2007, Thirteen Reasons Why was published.",1
2586,L.A. Law ended in May.,1
2587,Celeste and Jesse Forever was written solely by Will McCormack.,0
2588,Big Brother 18 (UK) is narrated by a man.,1
2589,The iPhone 5C has only ever been marketed by Nokia.,0
2590,John Lennon was a member of a rock band.,1
2591,"John Heard acted in a movie, Cat People, directed by Paul Schrader.",1
2592,Linkin Park is a horse.,0
2593,"Heather Watson won her first WTA singles title on October 14, 1912.",0
2594,Some of South America's countries are republics.,1
2595,Shraddha Kapoor was denied any nominations.,0
2596,Jodie Foster is exclusively a theatre actor.,0
