,claim,claim_veracity
2582,"Trump Asks O’Reilly, ‘Do you think our country is so innocent?’ After Pundit calls Putin ‘a killer’",0
2583," Sorry, Donald Trump, Ted Cruz’s Dad Probably Didn’t Kill John F. Kennedy ",0
2584,BREAKING: A HUGE DEAL! Putin Suspends Nuclear Pact With US,0
2585,Iranians fear attacks and economic isolation as Trump gets tough,1
2586,Italy's Berlusconi takes fight against ban from office to European court,1
2587,"Zimbabwe students chant anti-Mugabe songs, exams postponed",1
2588,"U.N. says 78,000 civilians could be trapped in Iraq's Hawija",1
2589,California Assembly passes gender-neutral restroom bill,1
2590, Sarah Huckabee Sanders Just Said The DUMBEST F*cking Thing About Trump Jr.’s Russia Collusion,0
2591,Spy agencies concerned about possible U.S. election hacks: NSA chief,1
2592,THIS INTERNATIONAL COMPANY Is Luring Refugees And Illegals To America…Do You Buy Meat From Them?,0
2593,japan main parties' key election pledges ahead of october 22 vote,1
2594,New Dutch government sworn in after record negotiations,1
2595,Iran upholds death sentence for Iranian academic with Swedish residency,1
2596,Australian MP resigns over dual nationality in new blow for government,1
2597,"Trump administration proposes to cut refugee cap to 45,000",1
2598,Kurds press historic independence vote despite regional fears,1
2599," fox host calls for a ‘cleansing’ of the fbi, and to arrest everyone investigating trump",0
2600,Kremlin calls North Korea's latest missile launch another 'provocation',1
2601," This Man Reveals The Raw, Terrifying Truth About What REALLY Goes On At Trump Rallies ",0
2602, leonardo dicaprio gave an oscar acceptance speech that put republicans to shame,0
2603,Saudi says Iranian talk of rapprochement is laughable,1
2604,"A YOUNG DONALD J TRUMP: The 34-Year Old Shares His Views on Politics, Leadership, and a Vision for America’s Renewal in 1980",0
2605,"Bilderberg to Meet Next Week in Chantilly, Virginia",0
2606, Fox News Defends The Confederacy After Right-Wing Militia Seizes Federal Building ,0
2607, Michelle Obama EVISCERATES Hateful Trump In Final Commencement Speech And It Is GLORIOUS ,0
2608, George Takei BURIES Trump With Perfect Response To Tweet About Jailing Flag Burners,0
2609,Hamas says its security chief wounded in Gaza car bombing,1
2610,BAM! HANNITY UNLOADS On Cruz Over Delegates ,0
2611,Kentucky declares Clinton Democratic primary winner after recanvass,1
2612,"Under Trump, future of U.S. nuclear arsenal slowly taking shape",1
2613, Black Voter SCHOOLS Trump And Republican Party For Their Pathetic Outreach Effort,0
2614, Alec Baldwin Trolls Trump With Offer To Perform At His Inauguration And It’s AMAZING,0
2615," IT’S ON: Toddler Trump Hears Critical McConnell Statements, Promptly Starts To Lose It ",0
2616,WINE SIPPING City Attorney Caught On Camera Taking Photos Of Accomplice Spray Painting “F*ck Trump” On Upscale Storefront ,0
2617, ‘Grab ‘Em By The P*ssy’: Scott Baio Says Wife Of Red Hot Chili Peppers Drummer Beat Him Up,0
2618,Pakistani Taliban says behind deadly blast in tribal region,1
2619,U.S. Treasury adds cash management measures due to debt limit,1
2620, Tim Allen Cracks A Joke About Obama – Would Be Destroyed If POTUS Made The Same Joke ,0
2621,"BILLIONAIRE, Leftist Author Of Harry Potter Books Apologizes For Making Up, Spreading Fake News About President Trump and Disabled Boy",0
2622,"END OF FOX NEWS MONOPOLY? LIBERAL Murdoch Sons Who Fired Bill O’Reilly and Roger Ailes, Suspended Eric Bolling, Are About To Get Some SERIOUS Competition",0
2623,COMEDIAN LENA DUNHAM WARNED Hillary’s Campaign “Harvey Weinstein’s A RAPIST”…What Clinton’s Campaign Did Next Is Disgusting,0
2624,"At Scalia funeral, led by son, U.S. court battle in recess",1
2625,British PM May disagrees with U.S. decision to move embassy to Jerusalem: spokesman,1
2626,NORWEGIAN GOVERNMENT RETURNS 5 Children To Family After Removing Them From Home For “Christian Radicalism And Indoctrination”,0
2627,"HILLARY TELLS ANOTHER WHOPPER! IT’S 2015, DOES SHE THINK WE CAN’T CHECK HER LIES?",0
2628,BRITISH MP Nigel Evans SHAMES Anti-Trump Parliament: “He is going to go down in history as being roundly condemned for being the ONLY politician to keep his promises” ,0
2629,Merkel says must stick to growth-friendly investment and budget consolidation,1
2630," John Cleese NAILS Stupidity Of Trump’s London Tweets, Trump Fan Responds And Humiliates Himself",0
2631,FDA nominee moves to untangle potential conflicts of interest,1
2632,"Who’s The Fascist? Barack Obama, Donald Trump or Hillary Clinton?",0
2633,Iraq wants control of Kurdish region's oil exports: state firm,1
2634,ILLEGAL ALIENS Set Up Huge Tent City…You Won’t Believe Where It Is! ,0
2635, This GOP Debate Answer Exposes How Much The Right Hates Women ,0
2636, We Watched Sarah Palin’s Trump Endorsement Speech So You Don’t Have To ,0
2637, Watch Bill O’Reilly Lose It After A Fox News Poll Delivers Terrible News For The GOP ,0
2638,geraldo rivera’s trip to puerto rico opened his eyes about “wicked” and “negative” treatment of trump by lying media and democrats,0
2639,HUMILIATING: Democrats Use RUSSIAN WARSHIPS As Backdrop For Tribute To U.S. VETERANS At DNC,0
2640,NEW SMOKING GUN IRS DOCUMENTS Prove Targeting of Conservative Groups,0
2641, Trump Signals He May Be Done With Kushner – For The Most Trump Reason Ever,0
2642,Burr: Nunes stepped aside to protect Russia probe investigation,1
2643," Congratulations, Republicans, You Got Played",0
2644, REPORT: Civil Rights Groups Say Voter Suppression Is Responsible For Trump’s Win,0
2645,Special Report: Why Obama and other gun control advocates own stock in firearms makers,1
2646, CNN Host Tells Senate Republican To Do His Damn Job ,0
2647,HILARIOUS! TRUMP SUPPORTER Uses Berkeley Riot To Brilliantly Mock Pepsi’s “Protesting Is Fun” Ad Campaign,0
2648,N. KOREA WARNS It Will Strike U.S. Bases In S. Korea…Mike Pence Travels To S. Korea As Sign Of Commitment To Ally…China Warns Of “War At Any Moment”,0
2649, obama manages to insult black graduates during unreal grad speech ,0
2650,Final death toll from London's Grenfell Tower fire is 71: police,1
2651, Bill Maher Hilariously Hammers ‘Evil’ Ted Cruz On Jimmy Kimmel Live ,0
2652,UN AMBASSADOR SAMANTHA POWER Unmasked Hundreds of Trump Associates During 2016 Election,0
2653,Catalan leader backs mediation to resolve regional crisis,1
2654,Trump campaign signals possible shift on immigration stance,1
2655,Trump calls court decision blocking revised travel ban 'judicial overreach',1
2656, trump responds to rising anti-semitism by bragging about his electoral college win,0
2657,Florida congresswoman indicted in fraud scheme,1
2658,Sanctions have a silver lining for Russian cheese producers,1
2659,Syrian rebels say U.S. responsibility doesn't end with raid,1
2660,FEMA may run out of funds on Friday: senators,1
2661,Uber joins forces with global public transport association,1
2662, Cell Phone Footage Of Cop Brutally Assaulting Student Will Make You Sick ,0
2663," Trump Just Broke A New Record, Finally Has A ‘Win’ That Will Shock America ",0
2664," Twitter ROASTS Trump For Pathetic Christmas Message, President Obama Shows Him How To Do It Right",0
2665,"CAN YOU HEAR HIM NOW? President Trump Doubles Down: Condemns ‘Evil’ KKK, White Supremacists, Neo-Nazis ",0
2666, Trump Gives PATHETIC Reason For Why He Sucked At Debate ,0
2667,"Opposing Trump, conservative bloc demands reforms to internet spy law",1
2668,THIS IS RICH! COMMIE NYC MAYOR UNLEASHES CLASS WAR ON SCOTT WALKER FROM SWANKY PRIVATE CLUB,0
2669,Mnangagwa vows to rebuild Zimbabwe and serve all citizens,1
2670,Catalan mayors defy Spanish courts ahead of independence vote,1
2671,Ryanair loses EU court battle to keep Irish law for crew abroad,1
2672,EVERY U.S. CITIZEN TAKEN HOSTAGE IN IRAN To Be Awarded Millions…With A Catch…Iran’s Not Paying…YOU Are!,0
2673,Republicans press U.S.-Russia uranium deal probe despite no wrongdoing findings,1
2674,Trump Fans Viciously Cyberbully 7-Year-Old Syrian Girl Because That’s The Kind Of People They Are,0
2675," Ivanka Trump Shares Famous Jewish Quote, But Hilariously Credits Harry Potter Star ",0
2676,Ohio violated voting rights by reducing early voting: U.S. judge,1
2677,CONTROVERSY AT SCHOOL After Brave Student Wears ‘Fake News’ T-Shirt for Field Trip to CNN,0
2678,"Mexican president says won't pay for Trump wall, makes Hitler warning",1
2679,China needs tougher clean fuel targets to meet Paris climate pact: report,1
2680,Trump proposes 15 percent business tax rate: White House summary,1
2681, ‘Lunatic’: Huge Backlash From Lawmakers After Trump’s ‘Wiretap’ Accusations,0
2682,Exclusive: New data shows race disparities in Canada's bail system,1
2683,"Japan to discuss broad econ framework with U.S., not bilateral FTA: Aso",1
2684, sheriff clarke destroys lie that obama is helping black community with brutally honest commentary on this photo-op,0
2685,"Trump taps climate change skeptic as energy adviser, pushes back on taxes",1
2686,"ARROGANT Former ILLEGAL ALIEN Brags About Using Fake SS Number, Says Border Wall Is “Expression Of Hate”…Gets DESTROYED By Tucker ",0
2687,"ARE ANGRY LEFTISTS Planning Violent Communist Revolution?…“It is their goal to “block, obstruct, disrupt” Trump’s Inauguration",0
2688, the amazing moment that made bernie cry at the convention,0
2689, This Old Tweet From Trump Reveals The REAL Reason He’s Trying To Start A War,0
2690, Actress Makes HUGE Donation That Will Drive Trump Nuts,0
2691,Turkey's Erdogan calls Iraqi Kurdish referendum illegitimate,1
2692," Bill Clinton LOSES IT, Goes Off On Heckler Insulting Obamacare ",0
2693,Mexican cement maker ready to help Trump build border wall,1
2694,Pope begins Myanmar trip in shadow of Rohingya crisis,1
2695," As World Trade Center Fell, Donald Trump Boasted His Tower Was Now The Biggest In Manhattan",0
2696, Ivanka Trump’s Brand Gives HILARIOUS Excuse For Plummeting Sales As Yet Another Retailer Drops It,0
2697,Attorney General Sessions to talk publicly to U.S. Senate panel,1
2698,U.S sanctions North Koreans for 'flagrant' rights abuse,1
2699,LAST MAN STANDING’S TIM ALLEN On Why He Wasn’t Allowed To Call Obama A “Communist” On TV And Why Hillary Reminds Him Of HERPES,0
2700,"Trump touched us inappropriately, two women tell New York Times",1
2701,Zimbabwe opposition leader 'baffled' by Mugabe decision to stay,1
2702,Trump to hold series of meetings as he assembles new administration,1
2703,"Grammar fail, or do Texas Republicans believe most Texans are gay?",1
2704,Oklahoma lawmakers approve bill to revoke licenses of abortion doctors,1
2705, Paul Ryan Attacks President Obama For Being ‘Distracted’ By Murdered Children,0
2706, Scarborough Shreds Last Bit Of Credibility By Floating This Insane Obama Conspiracy Theory ,0
2707,"In Liberal Utopia of Chicago, Where Americans are​ Dying Left and Right…Rahm Emanuel Unveils Fancy ID For Illegals",0
2708, Sarah Palin Just Tried  To Attack Obama And Got Ripped Apart By The Internet ,0
2709, France Just Put Trump Fans Who Hate Obama TO SHAME With This Incredible Movement,0
2710,Odebrecht paid firms linked to Peru's Kuczynski $4.8 million: document,1
2711,New Book Reveals HILLARY’S ANTI-SEMITIC SIDE: Blamed Bill’s Campaign Manager For Losing Congressional Race…Called Him A “F*cking Jew B*stard”,0
2712, Fox Host Calls Out Mitch McConnell For Being A Hypocrite On Supreme Court Nominees ,0
2713, Trump Stooge Devin Nunes Hands Investigation To Others As Ethics Committee Investigates Him,0
2714,North Korea warns threats a 'big miscalculation' in letter to Australia lawmakers,1
2715,Court orders Nigeria to pay $288 million to 1967 war victims,1
2716,China's Xi tells Trump maintaining peace in Korean peninsula is China's unswerving goal,1
2717,Mexico finance minister says NAFTA talks create economic uncertainty,1
2718,MSF says closing most cholera centers in Yemen as epidemic wanes,1
2719,"ANOTHER AMERICAN KNOWN WOLF? Fort Lauderdale Shooter Known to FBI, Worked for Security, Amid Backdrop of Mass Drills",0
2720,"WTO chief won't debate Trump, but rallies support for trade",1
2721,"Trump's refugee ban no solution to problems, Turkey PM says",1
2722,Catalan government mulling calling snap election: pro-independence party CUP,1
2723,Brill to step down from U.S. Federal Trade Commission,1
2724,Bodybuilder dies after celebrity Muay Thai match with ex-Singapore Idol contestant,1
2725, Obama Photographer BRILLIANTLY Trolls Trump’s Wildly Inappropriate Speech To The Boy Scouts ,0
2726,What?! John McCain says Rand Paul is “Working for Putin”,0
2727, hitler explodes at trump campaign in hilarious video mocking white supremacist rage,0
2728,Kremlin denies accusations that Russia tried to hack U.S. voting equipment,1
2729,The Sean Spicer Show: White House spokesman's brief season,1
2730,"“Without Coal, This State Is Nothing”…WEST VIRGINIA COAL MINERS SPEAK OUT…SUPPORT TRUMP",0
2731, Conservative ‘Christians’ Get Their Asses Handed To Them For Supporting Healthcare Repeal,0
2732,BATTLE OF THE “PAUL’S”: Angry Rand Paul Walks Out On Paul Ryan During Obamacare Discussion…Ryan’s Plan Would Create “New Entitlement Program”…Demands COMPLETE REPEAL,0
2733,JUST IN: JUDICIAL WATCH Claims Comey’s FBI Hid and “Blacked Out” Records Of Secret Loretta Lynch Meeting With Bill Clinton On Tarmac,0
2734, bob beckel out at fox news: host of ‘the five’ in hot water,0
2735,"Trump discusses North Korea threat in calls with China, Japan leaders",1
2736,"LISTEN TO THIS MEMBER OF CONGRESS WHINE ABOUT NOT “BEING PAID PROPERLY”…AVG PAY $174,000",0
2737, CBS REPORTER MAJOR GARRETT RESPONDS TO CONTROVERSY AFTER QUESTION THAT STRUCK A NERVE WITH OBAMA,0
2738,REDUX 1963? The Deep State vs Donald Trump,0
2739, Elijah Cummings Made Sure The GOP Is Well Aware They’re Hypocritical A**holes Regarding Flint,0
2740,"battle for raqqa, islamic state's syrian hq near end",1
2741,DETROIT WOMAN KILLS BEST FRIEND OVER 2012 PRESIDENTIAL RACE ARGUMENT…Media Refuses To Say Killer Supported Obama,0
2742,"Planned Parenthood Evacuated In Florida, 7 Hospitalized After Unknown Substance Found In Clinic",0
2743,Lebanese woman shot dead by four-year-old son in gun accident,1
2744, GOP Senator Has Shockingly Irresponsible Response To News Of Russia’s Election Meddling ,0
2745, Trump Is Already Mulling His Cabinet Picks And It’s Clear He Has No Idea What He’s Doing,0
2746,"Senate panel cancels interview with Trump lawyer, asks him to open hearing",1
2747,Mexico's Meade to seek nomination of ruling PRI party,1
2748,"Exclusive - Hate the tweets, love the agenda: McConnell on Trump",1
2749,"Trump mulls new order to replace travel ban, no decision yet",1
2750,WHOA! DNC DISASTER: Sanders Supporters CRASH Wasserman Shultz Speech ,0
2751, McDonald’s Brings Conservatives’ Nightmares To Life With New Ad That Has Them Fuming ,0
2752," CA Cops Brutally Beat Man Accused Of Jaywalking, Charge Him With Assault ",0
2753,"Aiming to sidestep Apple dispute, Obama makes case for access to device data",1
2754, Homophobic Kansas Lawmaker Gleefully Harasses LGBTQ Students And Boasts About It,0
2755,TRUMP DELIVERS BARN BURNER OF A SPEECH: “Media outlets like CNN and MSNBC are fake news” ,0
2756,Greek president tells Turkey's Erdogan no treaty revision,1
2757,Democratic opposition to U.S. high court nominee grows,1
2758,Trump puts the skinny in his 'skinny budget',1
2759,U.S. judge orders unsealing of Clinton email probe search warrant,1
2760,House Democrats seek probe of FCC chairman's treatment of Sinclair,1
2761, Democratic Leadership BLASTS Trump And Republicans For Targeting Medicare,0
2762,Peru's central bank chief says Trump gives him 'goose bumps',1
2763,Police order Berlin district evacuation after WW2 bomb find,1
2764,"Cameroon secessionists kill six soldiers, police: president",1
2765,GOTCHA! A Stammering John Podesta Stunned by a REAL Question from CBS Reporter,0
2766,hillary exposes the gop’s abortion secret in under 60 seconds,0
2767,WHY OBAMA’S LAWSUIT AGAINST NC Is Really About The Jack-Boot Of Government On America’s Throats,0
2768,PRICELESS! SEN CHUCK SCHUMER’S Childish Stunt To Bash Senate Healthcare Bill Backfires ,0
2769,Israeli air strike hits near Syria's Homs,1
2770,Kenya's opposition says postpones 'swearing-in' of alternative president,1
2771, Trump Suspects Bannon Is The White House Leaker. But Who Leaked THAT?,0
2772,Congress averts government shutdown for now,1
2773,Muslim Activist Caught Sending Donations to Left-Wing PAC by Disguising it as Hurricane Relief,0
2774,BREAKING: SCHIZOPHRENIC COMMANDER IN CHIEF Sends 10 More WarshipsTo Defend Against Nuclear Iran While Working To Cut A Lopsided Deal With Them,0
2775,Senate approves Trump trade nominee ahead of NAFTA renegotiation,1
2776,WATTERS’ WORLD VIDEO Asks Bernie Sanders Supporters: What Is “Democratic Socialism?”,0
2777,PRESIDENT TRUMP’S SPEECH: “BELIEVE IN YOURSELF”…”BELIEVE IN AMERICA”,0
2778, Trump’s Voter Fraud ‘Expert’ Just DISPROVED His Own Voter Fraud Argument In The Most Ironic Way Possible,0
2779,Thousands of Somalis gather to mourn bomb victims,1
2780,"Europeans, Africans agree renewed push to tackle migrant crisis",1
2781,"PULL BACK THE CURTAIN ON NPR AND PBS SALARIES! That’ll Convince You Trump’s Right to Cut, Cut, Cut!",0
2782,"LEFTIST MEDIA DESTROYED Mike Flynn, Cracked Jokes After Horrible LIE Obama’s National Security Advisor Told Media, Families Of Benghazi Victims ",0
2783,Sarah Palin says husband still in intensive care after accident,1
2784,London will remain leading financial center: PM May's spokesman,1
2785,Ex-U.S. spy chiefs urge Congress to renew internet surveillance law,1
2786,"Clinton considering Warren, not Sanders, for running mate: WSJ",1
2787,White House: Castro's death will not likely slow U.S. efforts toward Cuba,1
2788," after u.s. house speaker ryan, trump to meet ex-rivals fiorina, santorum",1
2789,French foreign minister in Libya to push peace deal,1
2790,Microsoft victory in overseas email seizure case is upheld,1
2791,BOOM! BUSINESS OWNER Uses Sign To Compare Legacies Of President Kennedy And Obama…And It’s Hilarious,0
2792,Trump says hopes for Cuban 'freedom' after Castro death,1
2793,Russian military denies report IS captured Russian soldiers in Syria: Ifax,1
2794,UPDATE: OBAMA APPOINTED U.S. ATTORNEY INTERVENES…Threatens Media And Residents Of Community With Federal Prosecution If Caught Spreading False Or Inflammatory Information About Refugees Boys Who Raped 5 Yr Old Girl,0
2795,"Saudi-led coalition to reopen Yemen's Hodeidah port, Sanaa airport for aid",1
2796, Chuck Todd GRILLS Trump For Attacking Clinton: ‘Your First Divorce Was Ugly’ ,0
2797,Fire in Philippine shopping mall kills 37,1
2798,Senate Republican leader says still aiming for long-term government funding bill,1
2799,"Concerned about White House infighting, Trump eyes shake-up: WSJ",1
2800,NON-PROFIT VIOLENT Berkeley BAMN Leader Surprised When Tables Are Turned On Him During Interview ,0
2801, The Cast Of ‘Will and Grace’ Just SHREDDED Trump In HILARIOUS Musical Spoof ,0
2802,COLLEGE STUDENTS EXPRESS DISGUST In Trump’s “First 100 Days”…Until They Find Out Interviewer Was Talking About Obama,0
2803,WHOA! NEW DISTURBING VIDEO Shows HILLARY’S Campaign Likely FAKED Her Audience At NC Rally,0
2804,PREVIEW OF WHAT’S TO COME IN AMERICA: UK Immigration Officers Threatened and Bullied Into Submission By Crowd ,0
2805,How To WATCH The Highly Anticipated ‘CLINTON CASH’ Movie FREE!…Thanks To Breitbart!,0
2806,White House official attacks court after legal setbacks on immigration,1
2807," Donald Trump Retweets One Of His Fans, A ‘WhiteGenocide’ Neo-Nazi Account ",0
2808,A MUST WATCH! JUDGE NAPOLITANO: “For the first time in the modern era the man in the Oval Office is an adversary of the Deep State and not a tool of it” ,0
2809,Iran says 'biased' French stance threatens Middle East stability,1
2810,Trump drops pledge to back Republican presidential nominee other than himself,1
2811,REPORT: PRESIDENT TRUMP To Replace Sean Spicer With FOX News Personality,0
2812,"CHINESE IMMIGRANT BEHEADS, CANNIBALIZES Total Stranger On Greyhound Bus…Granted TOTAL FREEDOM…NO Monitoring Necessary",0
2813,MUSLIM TEENS Stage Fake Terrorist Attack In MN Movie Theater…Guess Who They Blame?,0
2814,Democratic U.S. senator questions Deutsche Bank over Trump,1
2815,Brazil's Meirelles has hired media team ahead of 2018 election: sources,1
2816,Ukraine's Poroshenko rejects Russia's 'hybrid' peackeeping offer,1
2817,SUPREME COURT: VIOLENT THREATS ON FACEBOOK MAY BE OK,0
2818,Indonesia court rejects petition to bar consensual sex outside marriage,1
2819,Trump budget chief under fire over attack on Congressional budget analysts,1
2820,EVERY AMERICAN SHOULD BE CONCERNED About What Flew Over The Super Bowl Stadium Last Night,0
2821,U.S. House approves bill to upgrade airport security,1
2822,"Cruz says will target taxes, bank regulation if elected: CNBC interview",1
2823,PURE CLASS: ISRAEL’S Netanyahu Shares Powerful Christmas Message Of The Bond Between Christians And Jews ,0
2824,"Ryan says tax reform outline reflects consensus of lawmakers, administration",1
2825,Senators close to bipartisan deal on health exchanges: Schumer,1
2826,Japan PM Abe says to decide timing of election on return from U.N. trip,1
2827,"Shelling, air strikes as Philippine troops hunt militants in marshland",1
2828,Pence tells U.N. that America first does not mean America alone,1
2829," trump issues bizarre response to leak of groping audio, and it’s a total disaster ",0
2830,WATCH VETERAN Embarrass Trump Hater In Kansas City When She Can’t Explain Her Own Sign,0
2831,COMCAST GIVES EMPLOYEES Day Off To PROTEST TRUMP’S Pro-American Immigration Policy…CTO Compares Trump To Venezuelan Dictator Hugo Chavez,0
2832," I Let A Pit Bull Near My Baby, And This Is What Happened ",0
2833,Trump replaces chief of staff Priebus with retired General Kelly,1
2834,"Trump, in shift, to call for top tax rate of 33 percent rather than 25 percent: CNBC",1
2835, CNN Reporter DESTROYS Trump Surrogate’s ‘Birtherism’ Lies With Pure Facts ,0
2836,The Trump economy in seven charts,1
2837,Wisconsin to consider $3 billion Foxconn incentive package,1
2838,House Democratic leaders urging 'no' vote on spending bill: CNN reporter,1
2839,Putin to inform Saudi king about his meeting with Assad: Kremlin,1
2840,Trump says he would not admit refugees without community support,1
2841,Malaysia's Mahathir calls Trump a 'villain' for Jerusalem plan,1
2842,“LONE SURVIVOR” MARCUS LUTTRELL’S Powerful GOP Convention Speech ,0
2843,South African appeals court more than doubles Pistorius sentence,1
2844," Exclusive: Interview With Progressive Superstar Running For Congress, Zephyr Teachout",0
2845, McConnell Says He’ll Obstruct ANY Effort To Hire Independent Special Prosecutor,0
2846,"Merkel, Juncker discuss Catalan crisis: EU official",1
2847,NFL STAR Delivers TOUGH Message About “Exterminating Blacks” For Any Voter Who Supports Hillary ,0
2848,British princes mark anniversary of Diana's death with garden visit,1
2849,New Interior head lifts lead ammunition ban in nod to hunters,1
2850, Court Forces Ohio To Allow Millions Of Illegally Purged Voters Back On The Rolls,0
2851, U.N. Report: Police Killings Of Black Men In U.S. Is ‘Human Rights Crisis’ Reminiscent Of Lynching,0
2852,About 20 demonstrators arrested outside of Trump rally in California,1
2853, FIRST LOOK: Obamas Spotted In British Virgin Islands On Well-Deserved Vacation ,0
2854,Hillary Scolds Major Contributors To Terrorist Groups…Doesn’t Mention They Gave Over $67 MILLION To Clinton Slush Fund,0
2855,German parties start to find common ground in coalition talks,1
2856,Wife of Chechen accused of Putin assassination plot shot dead near Kiev,1
2857,"McCain says time for Republicans, Democrats to 'start fresh' on healthcare",1
2858, Watch Trump Call Reporter A ‘Sleaze’ For Having The Audacity To Report Facts,0
2859, NAACP WANTS GEORGIA CONFEDERATE MONUMENT REMOVED FROM STONE MOUNTAIN: “THOSE GUYS NEED TO GO”,0
2860,DONALD TRUMP STRIKES BACK: Reminds American Voters Bernie Sanders Is “A COMMUNIST”…And A COWARD ,0
2861, Trump’s FCC Will Decimate Internet Freedom ,0
2862,Clinton's classified email errors due to 'improper labeling:' Kaine,1
2863, Trump Biographer: The Donald Has A Long History Of Lying About Taping People To Intimidate Them,0
2864, GOP Implodes As Trump Launches Nasty Public Fight Against Top Republican ,0
2865, iraq's kurds to vote in historic referendum on independence,1
2866, Bernie Sanders Calls Out Trump Over His Obsession With Bill Clinton’s Sex Life ,0
2867,"BOOM! TRUMP POLL Numbers Going Up…Up…Up! While Media, Democrats, George Soros Efforts To Destroy Him Fall Flat ",0
2868,Sanders supporters banned from Tinder after campaigning on dating app ,1
2869, President Obama Furiously Blasts Trump And GOP For Blaming All Muslims For Terrorism,0
2870, It’s Become Obvious Trump Is Filming PR Video With Hurricane Shelter Visit ,0
2871,France says Trump method not best way to tackle North Korea crisis,1
2872,Iraq not equipped to try Islamic State's atrocities in Mosul: U.N.,1
2873,5-Star leader says Italy should quit euro unless rules change,1
2874,"Trump says rich might pay more in taxes, talks with Democrats",1
2875,SocGen says no wrongdoing in handling of National Front accounts,1
2876,New Jersey Gov. Christie drops 2016 Republican presidential bid: aide,1
2877,BREAKING VIDEO: HILLARY CLINTON PLAYS DODGEBALL LIKE A CHAMP,0
2878,Bernie Sanders Could End Up Winning Iowa,0
2879,Moscow says it was London's decision to scale back UK-Russia dialogue,1
2880,U.S. insurer lobby group seeks delay in 2018 Obamacare deadline,1
2881,Two Iraqis lead legal fight against Trump order blocking entry,1
2882,"India using chilli sprays, stun grenades to dissuade Rohingya influx",1
2883,Turkey PM confirms Iraqi government in control of main land border,1
2884,NYC MAYOR DE BLASIO Blasted by Queens Woman…He Runs Away! ,0
2885,Trump team promises to address ethics concerns on businesses,1
2886," Trump Hotels Asked For People’s Favorite Travel Memories, And Twitter LIT THEM UP ",0
2887,"JUST IN: Former DNC Chair Donna Brazile Accuses Hillary of CHEATING To Win Election, Laundering Money Through DNC…Drops Major BOMBSHELL About “CANCER” Barack Obama",0
2888,ABOVE THE LAW: Obama Goes Around Congress  To Place Gag Order On Reporting About Firearms,0
2889, Right Wing Elites Declare Total War On Poor White Communities,0
2890,THE LEFT GOES BONKERS After Bill O’Reilly Says Maxine Waters Wears A “James Brown Wig” ,0
2891,"In western Moscow, Putin allies lose an election but cling to power",1
2892,Clamor for justice: Yugoslav court leaves global legacy,1
2893, The Polls From Trump’s Horrific Week Have Been Released And He’s In A Complete Tailspin,0
2894,Australian PM to force lawmakers to declare citizenship to end political crisis,1
2895,Russian parliament speaker says hopes for better ties with U.S.,1
2896,"BUSTED! ONE OF NATION’S BIGGEST POLITICAL DONORS Caught Funneling Money To Hillary, Other Crooked Democrats ",0
2897, Transgender Navy SEAL Hero Dares Trump: Tell Me To My Face I’m Not Worthy Of Serving,0
2898,Zambia fears humanitarian crisis as influx of Congo refugees escalates,1
2899,BOMBSHELL: Clinton WikiLeak Exposes Entire ‘Shadow Government’ – Jay Dyer ,0
2900,OBAMA APPOINTED JUDGE Sides With Dems In Critical Swing State…Doesn’t Matter If Vote-by-Mail Ballot Signatures Don’t Match…Votes Still Count,0
2901, Rachel Maddow EVISCERATES Trump For His ‘Woman’s Card’ Comments About Hillary ,0
2902,"Eying snap election, Japan's Abe to focus on education, security",1
2903,BREAKING VIDEO: BRICKS AND ROCKS HURLED AT POLICE BY TEENS  IN BALTIMORE AS THEY PREPARE FOR A NIGHT OF MORE VIOLENCE,0
2904, Modern Medicine Explains Why Your Desire To Punch Ted Cruz In The Face Is Completely Natural,0
2905,"Girding Malaysian ruling party for election, Najib rallies Muslims over Jerusalem",1
2906,Trump to nominate Elaine Chao for transportation post: source,1
2907,Trump retreats on comments on raising taxes on the wealthy,1
2908,U.S. State Department criticizes Cuban municipal vote as 'flawed',1
2909, Caitlyn Jenner Said Something About Trump That Will Make You Hate Her Even More,0
2910,BREAKING: LIBERAL HEADS WILL EXPLODE When They Find Out Which Cabinet Position Trump Just Offered This Badass Former TX Governor,0
2911,Exclusive: U.S. group Sierra Club seeks probe of EPA's Pruitt over CO2 comments,1
2912,Prominent Australian opposition lawmaker quits over claims of China links,1
2913," Here’s The List Of Items Trump Banned From Inauguration, Including Guns",0
2914,"China sanguine as Trump-Xi 'bromance' sours over North Korea, Taiwan",1
2915, Trump Just Added A White Nationalist To His Official Convention Team,0
2916,Poland will not change its stance on EU's posted workers directive: PM,1
2917,CROOKED SOROS: Trump Will Win Popular Vote In LANDSLIDE…Trump Will Lose Electoral Vote…Hillary Is “Done Deal” ,0
2918, Donald Trump Tries To Win Black Voters In Speech – Here’s What They Think ,0
2919,STEALING THE ELECTION…SHOCKING CBS Report Shows How Anyone Can Hack The Vote For $15…VIDEO Shows How Easy It Is To Rig The System,0
2920,"France to raise minimum food prices, limit bargain sales",1
2921,China police say some claims of abuse at Beijing kindergarten unfounded,1
2922,Japan adopts additional sanctions against North Korea: Suga,1
2923,Obama says it is possible Russia would try to sway U.S. election,1
2924,Juncker calls on Europe to reject separatist 'poison' amid Catalonia crisis,1
2925, Anti-Abortion Laws Collapse In Major Defeat For The Right,0
